Networking 200X,IFIP Networking 200X
NEW2AN,International Conference on Next Generation Wired/Wireless Advanced Networking
NFM,The Northern Formal Methods Workshops
NGC,Networked Group Communication
NGDB,International Symposium on Next Generation Data Base Systems and Applications
NHIC,National Health Informatics Conference
NIPS,Advances in Neural Information Processing Systems
NISDIC,Workshop on Nature Inspired Distributed Computing
NISS,International Conference on New Trends of Information and Service Science
NLDB,Applications of Natural Language to Data Bases
NNSP,IEEE International Workshop on Neural Networks for Signal Processing
NOMS,IEEE Network Operations and Management Symposium
NORDCHI,Norwegian Computer Human Interaction
NORDES,Nordic Design Research Conference
NordSec,Nordic Workshop on Secure IT Systems
NOSSDAV,Network and OS Support for Digital A/V
NPC,IFIP International Conference on Network and Parallel Computing
NPSC,International Conference on Neural, Parallel and Scientific Computations
NRAC,International Workshop on Nonmonotonic Reasoning, Action and Change
NRDM,Workshop on Network-Related Data Management
NSDI,Symposium on Networked Systems, Design and Implementation
NSPW,New Security Paradigms Workshop
NSS,International Conference on network and System Security
NUMGE,European Conference on Numerical Methods in Geotechnical Engineering
NUMOG,Numerical Models in Geomechanics
NWESP,International Conference on Next Generation Web Services Practices
OASIS,Organisations and Society in Information Systems Workshop
OCIS,AoM Organizational Communication and Information Systems
ODP,IFIP International Conference on Open Distributed Processing
ODSA,Optimal Discrete Structures and Algorithms
OLA,Workshop on On-Line Algorithms
Onward,Onward Software Engineering
OODBS,Workshop on Object-Oriented Database Systems
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications
OP,SIAM Conference on Optimization
OPODIS,International Conference on Principles of Distributed Systems
Ordal,Conference on Orders, Algorithms and Applications
ORGSEM,The organizational semiotics Conference
ORPA,Conference on Operational Research Practice in Africa
OSDI,Usenix Symposium on Operating Systems Design and Implementation
OTA,Optimization: Techniques And Applications
OZCHI,Australian Computer Human Interaction Conference
OzWIT,Australian Women in IT Conference
P2P,IEEE International Conference on Peer to Peer Computing
PAAM,Practical Application of Intelligent Agents and Multi-Agent Technology Conference
PACES,Pacific Asian Conference on Expert Systems
PACIS,Pacific Asia Conference on Information Systems
PACLIC,Pacific Asia Conference on Language, Information and Computation
PACLING,Conference of the Pacific Association for Computational Linguistics
PACT,International Conference on Parallel Architecture and Compilation Techniques
PADD,Workshop on Parallel and Distributed Debugging ACM/ONR
PADL,Practical Aspects of Declarative Languages
PADO,Symposium on Programs as Data Objects
PADS,ACM/IEEE/SCS Workshop on Parallel and Distributed Simulation
Pairing,International Conference on Pairing-based Cryptography
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining
PAM,Passive and Active Measurement Conference
PAP/PACT,Practical Aspects of PROLOG/Constraint Technology
ParaFPGA,Parallel Computing with FPGAs
PARCO,Parallel Computing
PASTE,ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering
PATAT,Practice and Theory of Automated Timetabling
PAWEC,Pacific-Asia Workshop on Electronic Commerce
PC,Workshop on Physics and Computation
PCM,Pacific-Rim Conference on Multimedia
PCNS,SPIE Conference on Performance and Control of Network Systems
PCS,International Picture Coding Symposium
PCW,International Parallel Computing Workshop
PDC,Participatory Design Conference
PDCAT,International Conference on Parallel and Distributed Computing, Applications and Technologies
PDIS,Parallel and Distributed Information Systems
PDK,Processing Declarative Knowledge, International Workshop
PDP,Euromicro International Conference on Parallel, Distributed and Network Based Processing
PDPTA,International Conference on Parallel and Distributed Processing Techniques and Applications
PEPM,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation
PERCOM,IEEE International Conference on Pervasive Computing and Communications
Persuasive,International Conference on Persuasive Technology
PERVASIVE,International Conference on Pervasive Computing
PET,International Workshop of Privacy Enhancing Technologies
PG,Pacific Conference on Computer Graphics and Applications
PGT,Workshop on Probabilistic Graph Theory
PIA,Workshop on New Technologies for Personalized Information Access
PICMET,Portland International Center for Management of Engineering and Technology Conference
PIMRC,IEEE International Symposium on Personal and Indoor Mobile Radio Conference
PKAW,Pacific Rim Knowledge Acquisition Workshop
PKC,International Conference/Workshop on Practice and Theory in Public Key Cryptography
PKDD,European Conference on Principles and Practice of Knowledge Discovery in Databases
PKI,Annual PKI R&D Workshop
PLAN-X,Programming Language Techniques for XML
PLATE,Practices of Linking Aspect Technology and Evolution
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation
PLEA,Passive and Low Energy Architecture (PLEA) Annual International Conference
PLOP,Pattern Languages of Programs
PLOS,Workshop on Programming Languages and Operating Systems
PMOZ,Project Management conference
PODC,ACM Symposium on Principles of Distributed Computing
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems
POPL,ACM-SIGACT Symposium on Principles of Programming Languages
PPAM,International Conference on Parallel Processing and Applied Mathematics
PPCIS,Pan Pacific Conference on Information Systems
PPDP,International Conference on Principles and Practice of Declarative Programming
PPIG,Annual PPIG Workshop
PPoPP,Principles and Practice of Parallel Programming
PPPJ,Principles and Practice of Programming in Java
PPRES,Pacific Rim Real Estate Conference
PPSN,Parallel Problem Solving from Nature
PQCrypt,International Workshop on Post-Quantum Cryptography
PRC,UK Ireland Planning Research Conference
PRDC,Pacific Rim International Symposium on Dependable Computing
PRESENCE,Annual International Workshop on Presence
PRICAI,Pacific Rim International Conference on Artificial Intelligence
PRIMA,International Conference on Principles of Practice in Multi-Agent Systems
PRIS,International Workshop on Pattern Recognition in Information Systems
PRO-VE,IFIP Working Conferences on Virtual Enterprises
PRoBE,Postgraduate Researchers of the Built and Natural Environment Conference
PROFES,Product Focused Software Process Improvement
PROMAS,International Workshop Programming Multi-Agent Systems
PROSim,International Workshop on Software Process Simulation and Modelling (now ICSP)
ProvSec,International Conference on Provable Security
PSB,Pacific Symposium on Biocomputing
PSC,Prague Stringology Conference
PSD,Privacy in Statistical Databases
PSI,Ershov Conference
PSIVT,Pacific-Rim Symposium on Image and Video Technology
PSOR,International Conference on Probability, Statistics and Operational Research
PST,Annual Conference on Privacy, Security and Trust
PVW,Program Visualization Workshop
QIP,Workshop on Quantum Information Processing
QOIS,International Workshop on Quality of Information Systems
QoSA,Conference on the Quality of Software Architectures
QSIC,International Conference on Quality Software
Qsine,International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks
QualIT,International Conference on Qualitative Research in IT & IT in Qualitative Research
QuantCom,International Conference on Experimental Implementation of Quantum Computation
RAID,International Symposium on Recent Advances in Intrusion Detection
RAITA,International Conference on Recent Advances in Information Technology and Applications
RAM-SE,Reflection, AOP and Meta-Data for Software Evolution
RANDOM,International Workshop on Randomization and Computation
RANLP,International Conference on Recent Advances in Natural Language Processing
RAOOL,Relationships and Associations in Object-Oriented Languages
RBAC,ACM Workshop on Role Based Access Control (now SACMAT)
RCIS,International Conference on Research Challenges in Information Science
RE,IEEE International Requirements Engineering Conference
REBSE,International Workshop on Realising Evidence-based Software Engineering
RECOMB,International Conference on Computational Molecular Biology
RecSys,ACM International Conference on Recommender Systems
REES,Research in Engineering Education Symposium
REFSQ,International Workshop on Requirements Engineering: Foundation for Software Quality
RelMiCS,International Conference on Relational Methods in Computer Science
REV,International Workshop on Requirements Engineering Visualization
RFF,International Conference on CAD/CAM, Robotics and Factories of the Future
RFIDSec,Conference on RFID Security
RIDE,International Workshop on Research Issues in Data Engineering
RoboCup,Robot Soccer World Cup
ROCOM,WSEAS International Conference on Robotics, Control and Manufacturing Technology
ROVPIA,International Conference on Robotics
RS,Annual Convention for Survey, Mapping and Remote Sensing
RSA,RSA Conference
RSCTC,International Conference on Rough Sets and Current Trends in Computing
RSP,IEEE Symposium on Rapid Prototyping
RSS,Robotics: Systems and Science
RST,International Conference on Reliable Software Technologies
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium
RTCSA,International Conference on Real-Time and Embedded Computing Systems and Applications
RTDB,Workshop on Real-Time Databases
RTSS,Real Time Systems Symposium
RuleML,International Conference on Rules and Rule Markup Languages for the Semantic Web
RV,Workshop on Runtime Verification
S&P,IEEE Symposium on Security and Privacy
SABERC,South African Construction Health and Safety conference
SAC,ACM Symposium on Applied Computing
SACI,International Symposium on Applied Computational Intelligence and Informatics
SAFECOMP,International Conference on Computer Safety, Reliability and Security
SAFEProcess,IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes
SAGA,Symposium on Stochastic Algorithms, Foundations and Applications
SAGT,International Symposium on Algorithmic Game Theory
SAHANZ,Society of Architectural Historians, Australia and New Zealand (SAHANZ) Annual Conference
SAICSIT,Conference of South African Institute of Computer Scientists and Information Technologists
SAIGTC,South African International Graph Theory Conference
SAINT,International Symposium on Applications and the Internet
SAMI,International Symposium on Applied Machine Intelligence and Informatics
SAMT,International Conference on Semantic and Digital Media Technologies
SAR-SSI,Conference on Security in Network Architectures and Information Systems
SARA,Symposium on Abstraction, Reformulation and Approximation
SARC,International Symposium on Automation and Robotics in Construction
SAS,Static Analysis Symposium
SASC,State of the Art of Stream Ciphers
SAT,International Conference on Theory and Applications of Satisfiability Testing
SB,World Sustainable Building Conference
SBAC-PAD,International Symposium on Computer Architecture and High Performance Computing
SBBD,Brazilian Symposium on Databases
SBSEA,SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored)
SBSEG,Brazilian Symposium on Information and Computer Systems Security
SC,ACM/IEEE Supercomputing Conference
SCA,ACM SIGGRAPH/Eurographics Symposium on Computer Animation
SCAI,Scandinavian Conference on Artificial Intelligence
SCAM,IEEE International Workshop on Source Code Analysis and Manipulation
SCC,IEEE International Conference on Services Computing
SCCG,Spring Conference on Computer Graphics
SCCGIV,Soft Computing in Computer Graphics, Imaging, and Vision
SCG,ACM Symposium on Computational Geometry
SCMT,International Conference on Sustainable Construction Materials and Technologies
SCN,Conference on Security and Cryptography for Networks
SCOPES,International Workshop on Software and Compilers for Embedded Systems
SCRAA,Smart Card Research and Advanced Application Conference
SCSC,Summer Computer Simulation Conference
SCSS,Australian Workshop on Safety Critical Systems and Software
SCW,IEEE Workshop on Speech Coding
SDH,International Symposium on Spatial Data Handling
SDM,SIAM International Conference on Data Mining
SE,International IEEE Workshop on Software Evolvability
SE-HPC,International Workshop on Software Engineering for High Performance Computing Applications
SEA,International Symposium on Experimental Algorithms
SEAA,Euromicro Conference on Software Engineering and Advanced Applications
SEAL,Asia-Pacific Conference on Simulated Evolution and Learning
Search,Search: Workshop on Search, Sorting and Coding
SEB,International Conference on Sustainability in Energy and Buildings
SEBD,Italian Symposium on Advanced Database Systems
SECON,IEEE Conference on Sensor, Mesh and Ad Hoc Communications and Networks
SECOVAL,IEEE International Workshop on the Value of Security through Collaboration
SECRYPT,International Conference on Information Security and Cryptography
SecureCom,International Conference on Security and Privacy for Communication Networks
SEE,The Conference on visualization of information
SEET,Software Engineering Education and Training Conference
SEFM,International Conference on Software Engineering and Formal Methods
SEKE,International Conference on Software Engineering and Knowledge Engineering
SELCRYP,Annual Workshop on Selected Areas in Cryptography
SENSYS,ACM Conference on Embedded Networked Sensor Systems
SEQAPP,International Conference on Sequences and their Applications
SERA,ACIS Conference on Software Engineering Research, Management and Applications
SERVICES,IEEE Congress on Services
SETE,Systems Engineering / Test and Evaluation Conference
SETN,Hellenic Conference on Artificial Intelligence
SETP,International Conference on Software Engineering Theory and Practice
SEViz,Visualization in Software Engineering
SEW,IEEE Software Engineering Workshop
SFP,Scottish Functional Programming Workshop
SGAI,SGAI International Conference on Artificial Intelligence
SGP,Symposium on Geometry Processing
SHARCS,Special-purpose Hardware for Attacking Cryptographic Systems
SIBGRAPI,Brazilian Symposium on Computer Graphics and Image Processing
SIBRAGEC,International Construction Management and Economics Conference
SIDEKIC,Workshop on Scientific Knowledge, Information, and Computing
SIEDS,IEEE Systems and Information Engineering Design Symposium
SIGCSE,ACM Special Interest Group on Computer Science Education Conference
SIGdial,SIGdial Workshop on Discourse and Dialog
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques
SIGIR,ACM International Conference on Research and Development in Information Retrieval
SIGIR/XML,ACM SIGIR Workshop on XML and Information Retrieval
SIGITE,ACM Information Technology Education
SIGKDD,ACM International Conference on Knowledge Discovery and Data Mining
SIGLEX,Lexical Semantics and Knowledge Representation
SIGMETRICS,ACM SIG on Computer and Communications Metrics and Performance
SIGMOD,ACM Special Interest Group on Management of Data Conference
SIGOA,Conference on Office Information Systems
SIGOPS-EW,ACM SIGOPS European Workshops
SIGSPATIAL,ACM International Conference on Advances in Geographic Information Systems
SIGUCCS,ACM SIGUCCS Conference on User Services
SimTecT,Simulation Technology and Training Conference
SIN,International Conference on Security of Information and Networks
SIRC,Spatial Information Research Centre Colloquium
SIROCCO,International Colloquium on Structural Information and Communication Complexity
SIST,Spatial Information Science and Technology Conference
SISW,International IEEE Security in Storage Workshop
SISY,International Symposium on Intelligent Systems and Informatics
SKG,International Conference on Semantics Knowledge and Grid
SLE,International Conference on Software Language Engineering
SLS,Stochastic Local Search Algorithms
SMC,IEEE Conference on Systems, Man and Cybernetics
SOAC,State of Australian Cities (SOAC) Conference
SOCA,IEEE International Conference on Service-Oriented Computing Applications
SOCASE,Workshop on Service Oriented Computing
SOCCER,Service Oriented Computing: Consequences for Engineering Requirements
SOCGMA,Symposium on Computational Geometry for Mechanics and Applications
SODA,ACM/SIAM Symposium on Discrete Algorithms
SOFA,International Workshop on Soft Computing Applications
SOFSEM,Current Trends in Theory and Practice of Computer Science
SOFTCOMM,Conference on Software in Telecommunications and Computer Networks
SoMeT,International Conference on Software Methods and Tools
SOSP,ACM SIGOPS Symposium on Operating Systems Principles
SPAA,Symposium on Parallelism in Algorithms and Architectures
SPDS,ACM Symposium on Principles of Database Systems
SPEC,Workshop on Security and Privacy in e-Commerce
SPEED,Software Performance Enhancement for Encryption and Decryption
SPICIS,Singapore International Conference on Intelligent Systems
SPIRE,International Symposium on String Processing and Information Retrieval
SPM,ACM Symposium on Solid and Physical Modelling
SQC,Software Quality Conference
SQM,International Conference on Software Quality Management
SRDS,Symposium on Reliable Distributed Systems
SREIS,Symposium on Requirements Engineering for Information Security
SRIG-ET,Software Education Conference
SSC,IFAC Conference on System Structure and Control
SSDBM,International Conference on Scientific and Statistical Data Base Management
SSNDS,IEEE International Symposium on Security in Networks and Distributed Systems
SSPR,Structural and Syntactical Pattern Recognition
SSS,Symposium on Stabilization, Safety, and Security of Distributed Systems
SST,Australasian Speech Science and Technology
SSTD,International Symposium on Spatial Databases
STACS,International Symposium on Theoretical Aspects of Computer Science
STC,ACM Workshop on Scalable Trusted Computing
STEP,Software Technology and Engineering Practice Conference
STM,International Conference on Systems Thinking in Management
STOC,ACM Symposium on Theory of Computing
Style,SIGIR workshop: Stylistic Analysis of Text For Information Access
SugarLoafPLoP,Latin American Conference on Pattern Languages of Programming
SWAT,Scandinavian Workshop on Algorithm Theory
SWDC,International Conference on Software Development
SWOD,IEEE International Workshop on Databases for Next-Generation Researchers
SWS,ACM Workshop on Secure Web Services
SWWS,The International Conference on Semantic Web and Web Services
SYNASC,International Symposium on Symbolic and Numeric Algorithms for Scientific Computing
SysCon,IEEE Systems Conference
TABLEAUX,International Conference on Theorem Proving with Analytic Tableaux and Related Methods
Tabletop,International Workshop on Horizontal Interactive Human-Computer Systems
TACAS,Tools and Algorithms for Construction and Analysis of Systems
TACS,International Conference on Theory and Applications of Computational Science
TAI,TAI: Algorithmic Information Theory: Kolmogorov Complexity
TALN,Traitement Automatique des Langues Naturelles
TAMC,Conference on Theory and Applications of Models of Computation
TAP,International Conference on Tests and Proofs
Tapia,Richard Tapia Celebration of Diversity in Computing Conference
TAPSOFT,International Joint Conference CAAP/FASE on Theory and Practice of Software Development
TARK,Theoretical Aspects of Rationality and Knowledge
TASE,International Symposium on Theoretical Aspects of Software Engineering
TCC,Theory of Cryptography Conference
TDB,International Workshop on Temporal Databases
TEI,Tangible, Embedded, and Embodied Interaction
Tencon,IEEE Tencon (IEEE Region 10 Conference)
TGGT,Topological and Geometric Graph Theory
TIDSE,Technology for Interactive Digital Storytelling
TIME,International Symposium on Temporal Representation and Reasoning
TIPPI,Trustworthy Interfaces for Passwords and Personal Information workshop
TMFCS,International Conference on Theoretical and Mathematical Foundations of Computer Science
TMI,International Conference on Theoretical and Methodological Issues in machine Translation
TOOLS Europe,Technology of Object-Oriented Languages and Systems Europe
TPGT,Techniques and Problems in Graph Theory
TRB,Transportation Research Board (USA) Annual Meeting
TRB Viz,International Visualization in Transportation Symposium and Workshop
TRI-Ada,Annual International Conference on Ada
TridentCom,Testbeds and Research Infrastructures for the Development of Networks and Communities
TrustBus,International Conference on Trust, Privacy and Security in Digital Business
TrustCom,IEEE/IFIP International Symposium on Trusted Computing and Communications
Twente,Twente Workshop on Graphs and Combinatorial Optimization
UAI,Conference in Uncertainty in Artificial Intelligence
UBICOMM,International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies
UbiComp,Ubiquitous Computing
UC,International Conference on Unconventional Computation
UHPH,Urban History Planning History (Australasia)
UIC,International Conference on Ubiquitous and Intelligence Computing
UIST,ACM Symposium on User Interface Software and Technology
UKAIS,UK Academy of Information Systems Conference
UKSS,United Kingdom Systems Society
UM,International Conference on User Modelling (now UMAP)
UMC,Unconventional Models of Computation
UML,Unified Modelling Language
Unsat,International conference on unsaturated soils
Unsat-Asian,Asian-Pacific conferences on unsaturated soils
USEC,Usable Security Workshop
USENIX,Usenix Annual Technical Conference
USENIX EC,USENIX Workshop on Electronic Commerce
USENIX-Security,Usenix Security Symposium
UWNTS,USENIX Windows NT Symposium
VA,Visual Analytics
VCIP,SPIE International Conference on Visual Communications and Image Processing
VDA,Conference on Visualization and Data Analysis
VDB,Visual Database Systems
VDbS,IFIP Working Conference on Visual Database Systems
VDEA,SPIE Conference on Visual Data Exploration and Analysis
VecPar,International Conference on Vector and Parallel Processing
VEE,International Conference on Virtual Execution Environments
VI,Vision Interface
VikingPLoP,Nordic Conference on Pattern Languages of Programs
VINCI,Visual Information Communications International
VIP,Pan-Sydney Area Workshop on Visual Information Processing
VISAPP,International Conference on Vision Theory and Applications
VISE,Visualization In Science and Education
VisPLE,Visualization in Software Product Lines Workshop
VISSOFT,IEEE International Workshop on Visualizing Software for Understanding and Analysis
VISUAL,International Conference on Visual Information Systems
VISualize,ENVI and IDL Data Analysis and Visualization Symposium
VizSec,International Workshop on Visualization for Cyber Security
VLDB,International Conference on Very Large Databases
VLFM,Visual Languages and Formal Methods
VLSI,Symposia on VLSI Technology and Circuits
VLSIC,IEEE Symposium on VLSI Circuits
VLSID,International Conference on VLSI Design
VMCAI,Verification, Model Checking and Abstract Interpretation
VR,IEEE Virtual Reality Conference
VR-SIG,United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG
VRAIS,Virtual Reality Annual International Symposium
VRST,ACM Virtual Reality Software and Technology
VSMM,International Conference on Virtual Systems and MultiMedia
VSW,Semantic Web Visualisation
VTC,IEEE Vehicular Technology Conference
W2GIS,International Workshop on Web and Wireless Geographical Information Systems
WAAAPL,Workshop on Algorithmic Aspects of Advanced Programming Languages
WAAC,Japan-Korea Joint Workshop on Algorithms and Computations
WABI,Workshop on Algorithms in Bioinformatics
WACV,IEEE Workshop on Applications of Computer Vision
WAE,Workshop on Algorithm Engineering
WAFR,International Workshop on the Algorithmic Foundations of Robotics
WAIFI,Workshop on the Arithmetic of Finite Fields
WAIM,International Conference on Web-Age Information Management
WALCOM,International Workshop on Algorithms and Computation
WAOA,Workshop on Approximation and Online Algorithms
WARDS,IEEE Workshop on Advances in Techniques for Analysis of Remotely Sensed Data
WarSec,Australian Information Warfare and Security Conference
WASP,Workshop on Application Specific Processors
WAW,Workshop on Algorithms And Models For The Web Graph
WAWISR,Western Australian Workshop on Information Systems Research
WCAE,Workshop on Computer Architecture Education
WCAEBE,Accelerating excellence in the built environment World Conference
WCAN,Workshop on Cryptography for Ad hoc Networks
WCC,World Computer Congress
WCCCE,Western Canadian Conference on Computing Education
WCCI,IEEE World Congress on Computational Intelligence
WCCM,World Congress on Computational Mechanics
WCEAM-IMS,World Congress on Engineering Asset Management
WCES,World Congress on Expert Systems
WCGTC,Workshop on Computational Graph Theory and Combinatorics
WCNC,IEEE Wireless Communications and Networking Conference
WCNN,World Congress on Neural Networks
WCO-IMCSIT,Workshop on Computational Optimization
WCOP,Workshop on Component-Oriented Programming
WCPM,World of Construction Project Management Conference
WCRE,IEEE Working Conference on Reverse Engineering
WCSN,IEEE Conference on Wireless Communication and Sensor Networks
WCTR,World Conference on Transport Research
WCW,International Workshop on Web Content Caching and Distribution
WDAS,Workshop on Distributed Data and Structures
WDDD,Workshop on Duplicating, Deconstructing, and Debunking
WDSI,Western Decision Sciences Institute Conference
WEA,International Workshop on Efficient Algorithms
WebDB,International Workshop on the Web and Databases
WEBIST,International Conference on Web Information Systems and Technologies
WebKDD,Workshop on Web Usage Analysis
WebNet,World Conference on the WWW and Internet
WebSim,International Conference on Web-based Modelling and Simulation
WebViz,Web Visualization
WEC,International Workshop on Entertainment Computing
WETICE,International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises
WeWoRC,Western European Workshop on Research in Cryptology
WFLP,International Workshop on Functional and (Constraint) Logic Programming
WG,International Workshop on Graph-Theoretic Concepts in Computer Science
WHIS,Workshop on Hybrid Intelligent Systems
WI-IAT,IEEE/WIC/ACM international Conference on Web Intelligence and Intelligent Agent Technology
WIC,Australasian Women in Computing Workshop
WiCOM,International Conference on Wireless Communications, Networking and Mobile Computing
WiCon,International Wireless Internet Conference
WICS,Women in Computing
WICSA,IEEE/IFIP Working Conference on Software Architecture (now with ECSA)
WIDM,ACM Workshop on Web Information and Data Management
WIKISYM,International Symposiums on Wikis
WiMesh,IEEE Workshop on Wireless Mesh Networks
WiMob,IEEE International Conference on Wireless and Mobile Computing, Networking and Communications
WiMoNe,International Workshop on Wireless and Mobile Networks
Windsor,Network for Comfort and Energy Use in Buildings Windsor Conference
WiOpt,International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks
WISA,International Workshop on Information Security Applications
WISE,International Conference on Web Information Systems Engineering
WISM,International Workshop on Web Information Systems Modelling
WISSec,Benelux Workshop on Information and System Security
WISTP,Workshop in Information Security Theory and Practices
WITS,International Workshop on Issues in the Theory of Security
WKDD,International Conference on Knowledge Discovery and Data Mining
WMCS,International Workshop on Mobile Commerce and Services
WMCSA,IEEE Workshop On Mobile Computing Systems And Applications
WoLLIC,Workshop on Logic, Language, Information and Computation
WOOD,Workshop on Object-Oriented Development
WoPP,IEEE International Conference on Parallel Processing Workshops
WORDS,IEEE International Workshop on Object-Oriented Real-Time Dependable Systems
WORLDCOMP,World Congress in Computer Science, Computer Engineering, and Applied Computing
WOSIS,International Workshop on Security in Information Systems
WoSQ,International Workshop on Software Quality
WOTE,IAVoSS Workshop On Trustworthy Elections
WoWMoM,IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks
WPC,Workshop on Parameterized Complexity
WPMC,International Symposium on Wireless Personal Multimedia Communications
WRSO,Workshop on Robust Shape Operations
WSC,Winter Simulation Conference
WSCG,International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision
WSDM,ACM International Conference on Web Search and Data Mining
WSE,IEEE International Symposium on Web Systems Evolution
WTASA,Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks
WWCA,International Conference on Worldwide Computing and Its Applications
WWIC,International Conference on Wired / Wireless Internet Communications
WWW,International World Wide Web Conference
X-Schemas,International Workshop on Schema Languages for XML
XP,International Conference on extreme Programming and Flexible Processes in Software Engineering
Xsym,International XML Database Symposium
ZB,International Conference of Z and B Users
ZUSER,International Conference of Z Users
